110000,北京市,北京,39.910841115987,116.41362228707
110101,东城区,东城,39.938574012986,116.42188470126
110102,西城区,西城,39.934280143709,116.37319010402
error
110105,朝阳区,朝阳
110106,丰台区,丰台,39.841937852205,116.25837033547
110107,石景山区,石景山,39.938866544646,116.18455581037
110108,海淀区,海淀,40.033162045078,116.23967780102
110109,门头沟区,门头沟,40.000893031476,115.79579538125
110111,房山区,房山,39.726752620796,115.8628363129
error
110112,通州区,通州
110113,顺义区,顺义,40.154951470441,116.72822904528
110114,昌平区,昌平,40.221723549832,116.21645635689
110115,大兴区,大兴,39.652790118364,116.42519459738
110116,怀柔区,怀柔,40.638139340311,116.59340835643
110117,平谷区,平谷,40.215925453896,117.15043344819
110228,密云县,密云,40.532843361005,117.00120053501
110229,延庆县,延庆,40.545156469742,116.1697352863
120000,天津市,天津,39.126733666533,117.22125804904
error
120101,和平区,和平
120102,河东区,河东,39.126625684666,117.26169316527
120103,河西区,河西,39.084493739615,117.23616545062
120104,南开区,南开,39.116987285522,117.16272794945
error
120105,河北区,河北
120106,红桥区,红桥,39.170621331225,117.16221680792
120110,东丽区,东丽,39.139604642775,117.41478234325
120111,西青区,西青,39.035064611485,117.12620134665
120112,津南区,津南,38.969790532725,117.39290995972
120113,北辰区,北辰,39.259130625979,117.18060609828
120114,武清区,武清,39.457042575494,117.03457791373
120115,宝坻区,宝坻,39.615544004133,117.41142059078
120116,滨海新区,滨海新,38.745969951604,117.51043040796
120221,宁河县,宁河,39.381560996017,117.68942402507
120223,静海县,静海,38.861262144345,116.97277226162
120225,蓟县,蓟县,40.009613660624,117.44115922146
130100,石家庄市,石家庄,38.048230941521,114.52129142519
error
130102,长安区,长安
130103,桥东区,桥东,38.063389753809,114.51078430496
error
130104,桥西区,桥西
error
130105,新华区,新华
130107,井陉矿区,井陉矿,38.08109756116,114.05074376291
130108,裕华区,裕华,38.014621045712,114.58638255261
130121,井陉县,井陉,38.000890815811,114.07795206335
130123,正定县,正定,38.227072535479,114.57020132348
130124,栾城县,栾城,37.906160805371,114.6329678294
130125,行唐县,行唐,38.546695301387,114.45743612437
130126,灵寿县,灵寿,38.510935985414,114.18781898137
130127,高邑县,高邑,37.622650870757,114.6073846934
130128,深泽县,深泽,38.194680827355,115.23310242793
130129,赞皇县,赞皇,37.628132452966,114.28955340433
130130,无极县,无极,38.1832860202,114.95113960113
error
130131,平山县,平山
130132,元氏县,元氏,37.807352641009,114.42836015628
130133,赵县,赵县,37.769612448365,114.83493823756
130181,辛集市,辛集,37.949331308899,115.22435840715
130182,藁城市,藁城,38.027973028819,114.85314039245
130183,晋州市,晋州,38.039448893845,115.05062342661
130184,新乐市,新乐,38.349272768824,114.69036914082
130185,鹿泉市,鹿泉,38.091609876927,114.32004386213
130200,唐山市,唐山,39.636668880397,118.18703339943
130202,路南区,路南,39.612986996735,118.20604028639
130203,路北区,路北,39.657845680029,118.18506997308
130204,古冶区,古冶,39.723044780378,118.46223153818
error
130205,开平区,开平
130207,丰南区,丰南,39.56802327586,118.12385674071
130208,丰润区,丰润,39.789909410339,118.05949036617
error
130209,曹妃甸区,曹妃甸
130223,滦县,滦县,39.785508848229,118.5837772519
130224,滦南县,滦南,39.360738899901,118.54938466456
130225,乐亭县,乐亭,39.357228891896,118.93994305703
130227,迁西县,迁西,40.238507660812,118.37138905434
130229,玉田县,玉田,39.818843355788,117.7347526449
130281,遵化市,遵化,40.195574951099,117.97204858919
130283,迁安市,迁安,40.004529004226,118.70718912023
130300,秦皇岛市,秦皇岛,39.941248293288,119.60719108017
130302,海港区,海港,39.988779577117,119.57761724583
130303,山海关区,山海关,40.032899628101,119.7136155797
130304,北戴河区,北戴河,39.854292584187,119.47932079421
130321,青龙满族自治县,青龙满族自治县,40.353650308648,119.13758245072
130322,昌黎县,昌黎,39.638021164728,119.09462149738
130323,抚宁县,抚宁,40.012967441498,119.39510041234
130324,卢龙县,卢龙,39.920978455186,118.98556414609
130400,邯郸市,邯郸,36.618444942737,114.49982039638
130402,邯山区,邯山,36.536153078937,114.46928986668
130403,丛台区,丛台,36.637214815152,114.51106763052
130404,复兴区,复兴,36.610368592227,114.44809470749
130406,峰峰矿区,峰峰矿,36.474684997423,114.19042164993
130421,邯郸县,邯郸,36.618444942737,114.49982039638
130423,临漳县,临漳,36.266141946474,114.58694416944
130424,成安县,成安,36.428150647186,114.70477468285
130425,大名县,大名,36.309543770756,115.24863464404
130426,涉县,涉县,36.598104535573,113.74291352234
130427,磁县,磁县,36.406730602547,114.25510074085
130428,肥乡县,肥乡,36.577260887621,114.83690510574
130429,永年县,永年,36.770200181653,114.64160198718
130430,邱县,邱县,36.797269787143,115.20670231619
130431,鸡泽县,鸡泽,36.873677489817,114.86956581384
130432,广平县,广平,36.51192631393,115.02087402114
130433,馆陶县,馆陶,36.618537005781,115.29915662582
130434,魏县,魏县,36.250567761095,114.93600011898
130435,曲周县,曲周,36.752651265719,115.03853247193
130481,武安市,武安,36.702590209202,114.21027838474
130500,邢台市,邢台,37.076735329461,114.51126615604
130502,桥东区,桥东,38.063389753809,114.51078430496
error
130503,桥西区,桥西
130521,邢台县,邢台,37.076735329461,114.51126615604
error
130522,临城县,临城
130523,内丘县,内丘,24.760378490177,108.07506293043
130524,柏乡县,柏乡,37.517418414338,114.70742434434
130525,隆尧县,隆尧,37.36468808358,114.79291584707
130526,任县,任县,37.174630101755,114.7699671597
130527,南和县,南和,37.016963874379,114.75308935883
130528,宁晋县,宁晋,37.612086758173,115.02167843721
130529,巨鹿县,巨鹿,37.278679297084,115.05888578855
130530,新河县,新河,37.499362567334,115.25720361984
130531,广宗县,广宗,37.083548692406,115.19817308929
130532,平乡县,平乡,37.056110207564,115.00481854709
130533,威县,威县,37.078394650565,115.38772530687
130534,清河县,清河,42.508557048192,124.27578016446
130535,临西县,临西,36.858027353556,115.52844117588
130581,南宫市,南宫,37.363928288602,115.41518625511
130582,沙河市,沙河,36.861282036084,114.50979365365
130600,保定市,保定,38.880049701149,115.47104962902
error
130602,新市区,新市
130603,北市区,北市,38.89751051328,115.53291188711
130604,南市区,南市,38.821876910812,115.48478445077
error
130621,满城县,满城
130622,清苑县,清苑,38.738335652621,115.49349195775
130623,涞水县,涞水,39.616117563205,115.44462792481
130624,阜平县,阜平,38.894806411217,114.16421062387
130625,徐水县,徐水,39.041872189385,115.57960006522
130626,定兴县,定兴,39.211518314259,115.75504588838
130627,唐县,唐县,38.904521131249,114.80609127315
130628,高阳县,高阳,38.673020900262,115.83844188387
130629,容城县,容城,39.057813549536,115.90877891487
130630,涞源县,涞源,39.366936787031,114.73045121001
130631,望都县,望都,38.679014979104,115.17834559654
130632,安新县,安新,38.8782552166,115.88673101005
130633,易县,易县,39.317566051144,115.25402170203
130634,曲阳县,曲阳,38.706612214921,114.66066397519
130635,蠡县,蠡县,38.528232136022,115.66928195753
130636,顺平县,顺平,38.927951375985,115.07398905469
130637,博野县,博野,38.459123140672,115.48778569396
130638,雄县,雄县,39.042786858077,116.18329894846
130681,涿州市,涿州,39.490961771356,115.98100949245
130682,定州市,定州,38.522251346883,114.99674378076
130683,安国市,安国,38.424778496474,115.33305121793
130684,高碑店市,高碑店,39.332315145652,115.880297138
130700,张家口市,张家口,40.83016726391,114.8941657356
130702,桥东区,桥东,38.063389753809,114.51078430496
error
130703,桥西区,桥西
130705,宣化区,宣化,40.560151536143,115.03543530719
130706,下花园区,下花园,40.568836928653,115.35049833098
